oligo	actualcounts	mappedcounts
UTR10.oligo17	1923	1923
UTR12.oligo56	977	977
UTR5.oligo320	1831	1831
UTR27.oligo235	918	918
UTR11.oligo141	1689	1689
UTR3.oligo113	1958	1958
UTR26.oligo102	1003	1003
UTR32.oligo61	1738	1738
UTR3.oligo253	1737	1737
UTR5.oligo98	366	366
UTR16.oligo44	1562	1562
UTR34.oligo37	304	304
UTR2.oligo297	1933	1933
UTR11.oligo24	1565	1565
UTR17.oligo253	849	849
UTR9.oligo21	1408	1408
UTR18.oligo365	730	730
UTR29.oligo94	734	734
UTR34.oligo137	1781	1781
UTR29.oligo286	1649	1649
UTR26.oligo8	615	615
UTR10.oligo209	677	677
UTR5.oligo110	1806	1806
UTR31.oligo317	1735	1735
UTR1.oligo25	1952	1952
UTR11.oligo325	1702	1702
UTR12.oligo326	1019	1019
UTR13.oligo218	1008	1008
UTR27.oligo206	1342	1342
UTR4.oligo228	1672	1672
UTR27.oligo285	527	527
UTR33.oligo170	450	450
UTR24.oligo240	995	995
UTR33.oligo265	1350	1350
UTR17.oligo160	1012	1012
UTR16.oligo378	1886	1886
UTR15.oligo281	1820	1820
UTR3.oligo174	1690	1690
UTR34.oligo223	846	846
UTR28.oligo78	1274	1274
UTR31.oligo186	1740	1740
UTR33.oligo92	1611	1611
UTR28.oligo160	1173	1173
UTR12.oligo9	1209	1209
UTR5.oligo334	730	730
UTR31.oligo257	1956	1956
UTR27.oligo427	1605	1605
UTR18.oligo391	1208	1208
UTR35.oligo278	281	281
UTR27.oligo340	1791	1791
UTR4.oligo39	751	751
UTR5.oligo181	1609	1609
UTR24.oligo214	1648	1648
UTR11.oligo173	422	422
UTR27.oligo143	562	562
UTR34.oligo252	1942	1942
UTR8.oligo20	374	374
UTR30.oligo456	1139	1139
UTR17.oligo198	948	948
UTR18.oligo290	1615	1615
UTR25.oligo284	1342	1342
UTR30.oligo272	1814	1814
UTR7.oligo67	742	742
UTR10.oligo222	1339	1339
UTR10.oligo309	1631	1631
UTR30.oligo269	1589	1589
UTR3.oligo315	1879	1879
UTR18.oligo324	1137	1137
UTR10.oligo23	1263	1263
UTR34.oligo94	905	905
UTR17.oligo290	1146	1146
UTR30.oligo144	1126	1126
UTR16.oligo37	474	474
UTR3.oligo351	1710	1710
UTR3.oligo343	1446	1446
UTR24.oligo263	1794	1794
UTR33.oligo252	1852	1852
UTR21.oligo177	1077	1077
UTR6.oligo24	1167	1167
UTR16.oligo414	1888	1888
UTR1.oligo56	1769	1769
UTR17.oligo100	1302	1302
UTR30.oligo89	390	390
UTR23.oligo64	1841	1841
UTR3.oligo126	1102	1102
UTR30.oligo231	1688	1688
UTR29.oligo249	1757	1757
UTR24.oligo383	1162	1162
UTR20.oligo29	1571	1571
UTR19.oligo106	1350	1350
UTR27.oligo53	1910	1910
UTR22.oligo0	862	862
UTR33.oligo152	1041	1041
UTR4.oligo119	532	532
UTR4.oligo57	807	807
UTR18.oligo350	1775	1775
UTR35.oligo40	1091	1091
UTR25.oligo205	1318	1318
UTR2.oligo318	1400	1400
UTR17.oligo89	253	253
UTR33.oligo207	1883	1883
UTR31.oligo299	1272	1272
UTR35.oligo34	1001	1001
UTR16.oligo314	1705	1705
UTR5.oligo326	1835	1835
UTR5.oligo360	965	965
UTR16.oligo236	1796	1796
UTR3.oligo306	156	156
UTR15.oligo177	1585	1585
UTR24.oligo330	1943	1943
UTR12.oligo22	1706	1706
UTR18.oligo343	578	578
UTR29.oligo266	643	643
UTR27.oligo291	1194	1194
UTR3.oligo38	1901	1901
UTR17.oligo202	819	819
UTR9.oligo73	1607	1607
UTR29.oligo304	433	433
UTR29.oligo375	1698	1698
UTR25.oligo321	1325	1325
UTR11.oligo255	772	772
UTR2.oligo121	1209	1209
UTR4.oligo95	1540	1540
UTR6.oligo329	1935	1935
UTR7.oligo44	911	911
UTR3.oligo267	1672	1672
UTR14.oligo107	1437	1437
UTR17.oligo74	1418	1418
UTR16.oligo182	1543	1543
UTR11.oligo291	1614	1614
UTR35.oligo98	452	452
UTR5.oligo390	1931	1931
UTR5.oligo268	993	993
UTR29.oligo315	1921	1921
UTR25.oligo65	376	376
UTR27.oligo241	994	994
UTR18.oligo318	761	761
UTR19.oligo150	1774	1774
UTR19.oligo72	354	354
UTR24.oligo297	810	810
UTR13.oligo206	143	143
UTR10.oligo129	1559	1559
UTR24.oligo14	1680	1680
UTR12.oligo231	339	339
UTR29.oligo73	1449	1449
UTR12.oligo170	551	551
UTR17.oligo149	1733	1733
UTR16.oligo385	1118	1118
UTR33.oligo233	1939	1939
UTR22.oligo110	1371	1371
UTR18.oligo458	954	954
UTR7.oligo110	1789	1789
UTR27.oligo150	1495	1495
UTR30.oligo243	1838	1838
UTR32.oligo119	350	350
UTR14.oligo85	370	370
UTR5.oligo102	1928	1928
UTR35.oligo275	1508	1508
UTR33.oligo162	1556	1556
UTR22.oligo39	511	511
UTR33.oligo138	1078	1078
UTR28.oligo142	1546	1546
UTR10.oligo184	1359	1359
UTR31.oligo245	1750	1750
UTR34.oligo104	460	460
UTR15.oligo189	963	963
UTR9.oligo59	1491	1491
UTR34.oligo184	1398	1398
UTR14.oligo114	950	950
UTR12.oligo318	1492	1492
UTR30.oligo76	1779	1779
UTR27.oligo174	1931	1931
UTR27.oligo362	638	638
UTR4.oligo111	1914	1914
UTR12.oligo237	1704	1704
UTR12.oligo330	1096	1096
UTR30.oligo173	1413	1413
UTR35.oligo253	1005	1005
UTR21.oligo64	1586	1586
UTR18.oligo190	1402	1402
UTR33.oligo84	915	915
UTR33.oligo44	760	760
UTR16.oligo109	1355	1355
UTR2.oligo7	1548	1548
UTR32.oligo101	689	689
UTR7.oligo37	1749	1749
UTR4.oligo2	1959	1959
UTR8.oligo6	535	535
UTR6.oligo201	1938	1938
UTR32.oligo189	975	975
UTR17.oligo99	1333	1333
UTR33.oligo68	1284	1284
UTR28.oligo20	1592	1592
UTR5.oligo318	868	868
UTR29.oligo310	1828	1828
UTR6.oligo117	1830	1830
UTR9.oligo4	1521	1521
UTR13.oligo122	1785	1785
UTR16.oligo304	516	516
UTR34.oligo201	981	981
UTR31.oligo280	1245	1245
UTR21.oligo199	1692	1692
UTR24.oligo264	1189	1189
UTR11.oligo372	1726	1726
UTR3.oligo339	801	801
UTR4.oligo63	1620	1620
UTR27.oligo432	1825	1825
UTR10.oligo289	1387	1387
UTR17.oligo22	1426	1426
UTR16.oligo10	1688	1688
UTR30.oligo290	1610	1610
UTR24.oligo381	1456	1456
UTR17.oligo242	421	421
UTR19.oligo134	1866	1866
UTR26.oligo21	1387	1387
UTR13.oligo103	799	799
UTR10.oligo176	1872	1872
UTR17.oligo205	753	753
UTR29.oligo133	1840	1840
UTR3.oligo160	733	733
UTR34.oligo161	1358	1358
UTR5.oligo68	1142	1142
UTR25.oligo350	1846	1846
UTR7.oligo16	676	676
UTR27.oligo457	1163	1163
UTR6.oligo38	1374	1374
UTR11.oligo336	1673	1673
UTR12.oligo267	1620	1620
UTR32.oligo56	1618	1618
UTR27.oligo112	1077	1077
UTR3.oligo395	1680	1680
UTR23.oligo87	288	288
UTR18.oligo19	1890	1890
UTR2.oligo428	1000	1000
UTR21.oligo49	1740	1740
UTR13.oligo53	1135	1135
UTR24.oligo180	1385	1385
UTR35.oligo36	1457	1457
UTR33.oligo240	771	771
UTR24.oligo83	792	792
UTR16.oligo412	965	965
UTR23.oligo129	1307	1307
UTR7.oligo12	360	360
UTR7.oligo97	1029	1029
UTR23.oligo131	871	871
UTR10.oligo269	990	990
UTR30.oligo184	848	848
UTR25.oligo196	295	295
UTR20.oligo59	907	907
UTR3.oligo286	1706	1706
UTR25.oligo121	1237	1237
UTR30.oligo443	1643	1643
UTR28.oligo152	1101	1101
UTR30.oligo247	1806	1806
UTR5.oligo127	1681	1681
UTR29.oligo159	1676	1676
UTR30.oligo151	933	933
UTR34.oligo236	1397	1397
UTR32.oligo102	831	831
UTR6.oligo222	1337	1337
UTR15.oligo261	1283	1283
UTR33.oligo193	1571	1571
UTR3.oligo372	861	861
UTR16.oligo296	1521	1521
UTR18.oligo482	1702	1702
UTR19.oligo53	1465	1465
UTR11.oligo38	1450	1450
UTR25.oligo95	1514	1514
UTR14.oligo73	1061	1061
UTR9.oligo70	1824	1824
UTR30.oligo121	1964	1964
UTR35.oligo8	1424	1424
UTR33.oligo158	1672	1672
UTR19.oligo143	1536	1536
UTR2.oligo192	1354	1354
UTR2.oligo372	1203	1203
UTR6.oligo337	1128	1128
UTR29.oligo112	955	955
UTR34.oligo210	1126	1126
UTR5.oligo400	941	941
UTR25.oligo331	1435	1435
UTR17.oligo248	920	920
UTR34.oligo249	774	774
UTR4.oligo179	1917	1917
UTR21.oligo163	1789	1789
UTR30.oligo229	1846	1846
UTR18.oligo177	1095	1095
UTR10.oligo292	1369	1369
UTR27.oligo49	1412	1412
UTR11.oligo349	1442	1442
UTR33.oligo120	1045	1045
UTR25.oligo171	1081	1081
UTR5.oligo44	626	626
UTR6.oligo256	533	533
UTR35.oligo201	904	904
UTR12.oligo270	973	973
UTR6.oligo107	605	605
UTR27.oligo371	1005	1005
UTR35.oligo192	1069	1069
UTR2.oligo181	1185	1185
UTR6.oligo15	1445	1445
UTR10.oligo189	1755	1755
UTR34.oligo10	1534	1534
UTR13.oligo112	1382	1382
UTR30.oligo299	1756	1753
UTR16.oligo341	554	554
UTR16.oligo137	1577	1577
UTR30.oligo19	670	670
UTR25.oligo199	1144	1144
UTR20.oligo54	1095	1095
UTR17.oligo73	1385	1385
UTR3.oligo271	450	450
UTR9.oligo29	635	635
UTR6.oligo173	1112	1112
UTR21.oligo135	260	260
UTR26.oligo72	1504	1504
UTR34.oligo142	1557	1557
UTR5.oligo55	1176	1176
UTR17.oligo223	1886	1886
UTR17.oligo226	1892	1892
UTR30.oligo337	346	346
UTR24.oligo374	1820	1820
UTR17.oligo5	1436	1436
UTR17.oligo197	1904	1904
UTR21.oligo67	1381	1381
UTR27.oligo402	1026	1026
UTR6.oligo177	1434	1434
UTR16.oligo101	791	791
UTR13.oligo179	1188	1188
UTR27.oligo192	1559	1559
UTR4.oligo98	773	773
UTR27.oligo153	1131	1131
UTR24.oligo340	1504	1504
UTR30.oligo163	1661	1661
UTR16.oligo17	1233	1233
UTR35.oligo109	675	675
UTR26.oligo106	788	788
UTR14.oligo58	1578	1578
UTR24.oligo127	1066	1066
UTR16.oligo55	1478	1478
UTR4.oligo15	1691	1691
UTR18.oligo287	1517	1517
UTR15.oligo186	1511	1511
UTR18.oligo465	834	834
UTR30.oligo239	1732	1732
UTR23.oligo2	1339	1339
UTR30.oligo446	1251	1251
UTR33.oligo285	846	846
UTR21.oligo72	1387	1387
UTR16.oligo222	1922	1922
UTR28.oligo98	534	534
UTR7.oligo80	1434	1434
UTR35.oligo238	1809	1809
UTR17.oligo17	1598	1598
UTR22.oligo65	930	930
UTR4.oligo215	1439	1439
UTR23.oligo59	797	797
UTR33.oligo58	1404	1404
UTR20.oligo25	1792	1792
UTR27.oligo275	1789	1789
UTR13.oligo138	1524	1524
UTR14.oligo108	1943	1943
UTR12.oligo187	1565	1565
UTR22.oligo116	1922	1922
UTR25.oligo302	1160	1160
UTR33.oligo19	774	774
UTR18.oligo383	1701	1701
UTR30.oligo108	1839	1839
UTR21.oligo28	727	727
UTR29.oligo62	1893	1893
UTR15.oligo191	865	865
UTR24.oligo79	1274	1274
UTR2.oligo213	1497	1497
UTR10.oligo45	795	795
UTR30.oligo77	327	327
UTR35.oligo100	1730	1730
UTR7.oligo102	1183	1183
UTR29.oligo181	697	697
UTR19.oligo142	1590	1590
UTR35.oligo112	365	365
UTR2.oligo341	1698	1698
UTR3.oligo221	1639	1639
UTR15.oligo99	1212	1212
UTR18.oligo21	1549	1549
UTR17.oligo106	279	279
UTR29.oligo219	966	966
UTR35.oligo171	1037	1037
UTR27.oligo404	1597	1597
UTR32.oligo84	1390	1390
UTR12.oligo274	545	545
UTR31.oligo287	1919	1919
UTR19.oligo71	821	821
UTR27.oligo59	483	483
UTR31.oligo312	930	930
UTR5.oligo100	1897	1897
UTR31.oligo45	1365	1365
UTR10.oligo130	1658	1658
UTR30.oligo320	1273	1273
UTR18.oligo3	1519	1519
UTR12.oligo47	629	629
UTR12.oligo304	1930	1930
UTR6.oligo184	625	625
UTR3.oligo137	720	720
UTR5.oligo18	1939	1939
UTR31.oligo136	226	226
UTR12.oligo18	430	430
UTR27.oligo256	1144	1144
UTR21.oligo121	1399	1399
UTR18.oligo59	715	715
UTR10.oligo296	1857	1857
UTR3.oligo422	1423	1423
UTR5.oligo363	1257	1257
UTR6.oligo78	1715	1715
UTR13.oligo234	958	958
UTR18.oligo48	1937	1937
UTR10.oligo16	514	514
UTR27.oligo230	1514	1514
UTR11.oligo231	1693	1693
UTR13.oligo247	1619	1619
UTR24.oligo18	1814	1814
UTR24.oligo352	810	810
UTR31.oligo133	1399	1399
UTR14.oligo192	1841	1841
UTR25.oligo47	889	889
UTR14.oligo216	1550	1550
UTR21.oligo148	913	913
UTR22.oligo111	1471	1471
UTR22.oligo95	1271	1271
UTR4.oligo178	1719	1719
UTR24.oligo131	777	777
UTR29.oligo125	675	675
UTR10.oligo134	1612	1612
UTR30.oligo190	1577	1577
UTR19.oligo140	336	336
UTR3.oligo278	933	933
UTR18.oligo109	1747	1747
UTR30.oligo7	1325	1325
UTR2.oligo72	1231	1231
UTR5.oligo155	1893	1893
UTR27.oligo221	1317	1317
UTR19.oligo125	956	956
UTR25.oligo328	1293	1293
UTR14.oligo176	1744	1744
UTR13.oligo244	1316	1316
UTR5.oligo66	285	285
UTR26.oligo96	1748	1748
UTR15.oligo104	615	615
UTR18.oligo158	264	264
UTR35.oligo14	609	609
UTR10.oligo284	934	934
UTR22.oligo23	1229	1229
UTR28.oligo174	1499	1499
UTR9.oligo2	677	677
UTR15.oligo137	1270	1270
UTR2.oligo239	550	550
UTR19.oligo101	777	777
UTR2.oligo18	1251	1251
UTR24.oligo288	1204	1204
UTR35.oligo245	1427	1427
UTR27.oligo314	1445	1445
UTR7.oligo36	397	397
UTR6.oligo346	1585	1585
UTR17.oligo218	1719	1719
UTR5.oligo72	1075	1075
UTR9.oligo31	1403	1403
UTR12.oligo299	1339	1339
UTR3.oligo275	1623	1623
UTR19.oligo103	1605	1605
UTR25.oligo24	1061	1061
UTR29.oligo92	1412	1412
UTR3.oligo116	1868	1868
UTR31.oligo247	880	880
UTR12.oligo68	1553	1553
UTR11.oligo183	1698	1698
UTR25.oligo126	1509	1509
UTR12.oligo309	77	77
UTR24.oligo291	403	403
UTR29.oligo340	110	110
UTR7.oligo76	825	825
UTR10.oligo214	562	562
UTR5.oligo295	1180	1180
UTR6.oligo309	1244	1244
UTR5.oligo189	1090	1090
UTR11.oligo239	712	712
UTR1.oligo36	1724	1724
UTR27.oligo244	1232	1232
UTR12.oligo13	578	578
UTR29.oligo296	1849	1849
UTR18.oligo404	1878	1878
UTR24.oligo143	538	538
UTR34.oligo77	1647	1647
UTR18.oligo305	1792	1792
UTR19.oligo122	1603	1603
UTR10.oligo55	1169	1169
UTR17.oligo207	1318	1318
UTR20.oligo91	854	854
UTR16.oligo421	1101	1101
UTR30.oligo309	629	629
UTR18.oligo249	648	648
UTR6.oligo340	1191	1191
UTR3.oligo108	1818	1818
UTR5.oligo60	1064	1064
UTR30.oligo169	1791	1791
UTR30.oligo35	1932	1932
UTR22.oligo120	953	953
UTR4.oligo23	1413	1413
UTR31.oligo295	1861	1861
UTR5.oligo217	1545	1545
UTR4.oligo78	1774	1774
UTR24.oligo268	1050	1050
UTR12.oligo310	523	523
UTR14.oligo178	1943	1943
UTR3.oligo17	1243	1243
UTR34.oligo8	1310	1310
UTR16.oligo247	1530	1530
UTR13.oligo217	1064	1064
UTR19.oligo62	1871	1871
UTR2.oligo208	552	552
UTR3.oligo241	1736	1736
UTR24.oligo310	1535	1535
UTR18.oligo215	1476	1476
UTR11.oligo20	1853	1853
UTR24.oligo313	1126	1126
UTR11.oligo409	524	524
UTR26.oligo97	1746	1746
UTR27.oligo352	321	321
UTR35.oligo156	1485	1485
UTR2.oligo438	742	742
UTR11.oligo300	1804	1804
UTR35.oligo92	1867	1867
UTR20.oligo93	1738	1738
UTR6.oligo61	695	695
UTR23.oligo57	1056	1056
UTR25.oligo105	1284	1284
UTR33.oligo178	1732	1732
UTR34.oligo172	1617	1617
UTR15.oligo221	1539	1539
UTR11.oligo287	764	764
UTR5.oligo49	797	797
UTR18.oligo459	862	862
UTR21.oligo69	1487	1487
UTR4.oligo222	1512	1512
UTR10.oligo38	1357	1357
UTR22.oligo45	1858	1858
UTR11.oligo37	1909	1909
UTR27.oligo145	1321	1321
UTR31.oligo216	1606	1606
UTR30.oligo5	1623	1623
UTR33.oligo116	742	742
UTR14.oligo195	1387	1387
UTR26.oligo34	998	998
UTR10.oligo138	1194	1194
UTR16.oligo234	239	239
UTR29.oligo3	1806	1806
UTR5.oligo103	1898	1898
UTR5.oligo264	227	227
UTR18.oligo222	1110	1110
UTR21.oligo144	1294	1294
UTR30.oligo379	1499	1499
UTR27.oligo31	1706	1706
UTR16.oligo26	1300	1300
UTR28.oligo144	1288	1288
UTR2.oligo86	1482	1482
UTR22.oligo14	1596	1596
UTR24.oligo210	1641	1641
UTR11.oligo44	753	753
UTR9.oligo32	1331	1331
UTR2.oligo160	1631	1631
UTR13.oligo254	1336	1336
UTR16.oligo179	1153	1153
UTR21.oligo175	1729	1729
UTR31.oligo181	1292	1292
UTR13.oligo3	1617	1617
UTR22.oligo13	1104	1104
UTR23.oligo97	1768	1768
UTR33.oligo74	1565	1565
UTR35.oligo220	1026	1026
UTR3.oligo165	1251	1251
UTR24.oligo238	1235	1235
UTR4.oligo138	825	825
UTR12.oligo95	1175	1175
UTR3.oligo440	1082	1082
UTR15.oligo187	1786	1786
UTR18.oligo123	1331	1331
UTR24.oligo130	1630	1630
UTR6.oligo10	1745	1745
UTR17.oligo224	923	923
UTR6.oligo246	1015	1015
UTR23.oligo111	314	314
UTR25.oligo380	1725	1725
UTR27.oligo64	1062	1062
UTR30.oligo396	1571	1571
UTR7.oligo3	1809	1809
UTR31.oligo35	547	547
UTR24.oligo267	1801	1801
UTR30.oligo232	1910	1910
UTR29.oligo294	1636	1636
UTR34.oligo160	1618	1618
UTR35.oligo281	1468	1468
UTR6.oligo75	1455	1455
UTR12.oligo224	1229	1229
UTR8.oligo21	1868	1868
UTR2.oligo98	1130	1130
UTR30.oligo478	1582	1581
UTR29.oligo180	1958	1958
UTR28.oligo21	1428	1428
UTR30.oligo322	948	948
UTR28.oligo90	777	777
UTR11.oligo395	1618	1618
UTR27.oligo346	952	952
UTR16.oligo391	1125	1125
UTR12.oligo303	1153	1153
UTR29.oligo262	1816	1816
UTR2.oligo399	1054	1054
UTR12.oligo286	1188	1188
UTR27.oligo120	1292	1292
UTR17.oligo52	1006	1006
UTR35.oligo211	1964	1964
UTR16.oligo75	1253	1253
UTR30.oligo9	414	414
UTR23.oligo142	1270	1270
UTR4.oligo158	270	270
UTR24.oligo1	1795	1795
UTR14.oligo10	1788	1788
UTR25.oligo75	1455	1455
UTR2.oligo243	1560	1560
UTR24.oligo17	1815	1815
UTR32.oligo127	1511	1511
UTR35.oligo1	955	955
UTR34.oligo25	483	483
UTR19.oligo42	1055	1055
UTR5.oligo90	1505	1505
UTR30.oligo289	1570	1570
UTR26.oligo65	1395	1395
UTR12.oligo198	998	998
UTR24.oligo406	197	197
UTR11.oligo344	1583	1583
UTR10.oligo251	230	230
UTR29.oligo211	1745	1745
UTR28.oligo221	1887	1887
UTR15.oligo266	1692	1692
UTR12.oligo208	939	939
UTR6.oligo410	1743	1743
UTR27.oligo313	1198	1198
UTR29.oligo137	526	526
UTR21.oligo217	851	851
UTR6.oligo54	1778	1778
UTR3.oligo397	598	598
UTR15.oligo128	995	995
UTR29.oligo68	1282	1282
UTR18.oligo182	1696	1696
UTR17.oligo39	898	898
UTR12.oligo42	1850	1850
UTR2.oligo378	1672	1672
UTR14.oligo62	1535	1535
UTR25.oligo21	1172	1172
UTR5.oligo381	1067	1067
UTR11.oligo392	1062	1062
UTR3.oligo291	851	851
UTR6.oligo348	1214	1214
UTR31.oligo156	837	837
UTR25.oligo12	693	693
UTR23.oligo127	1718	1718
UTR11.oligo277	1055	1055
UTR24.oligo386	1659	1659
UTR7.oligo90	1223	1223
UTR17.oligo9	1658	1658
UTR13.oligo209	1902	1902
UTR14.oligo215	566	566
UTR4.oligo189	1732	1732
UTR16.oligo36	977	977
UTR32.oligo7	782	782
UTR10.oligo285	1191	1191
UTR11.oligo379	1138	1138
UTR30.oligo333	1114	1114
UTR3.oligo361	1369	1369
UTR30.oligo84	1186	1186
UTR17.oligo222	658	658
UTR6.oligo52	1699	1699
UTR25.oligo203	656	656
UTR29.oligo110	1628	1628
UTR10.oligo110	958	958
UTR25.oligo344	920	920
UTR32.oligo19	1428	1428
UTR29.oligo128	1072	1072
UTR29.oligo377	1171	1171
UTR3.oligo240	1839	1839
UTR6.oligo187	417	417
UTR6.oligo233	1402	1402
UTR3.oligo283	1796	1796
UTR5.oligo269	1469	1469
UTR2.oligo106	471	471
UTR2.oligo228	1159	1159
UTR13.oligo33	1237	1237
UTR13.oligo221	718	718
UTR11.oligo214	574	574
UTR35.oligo218	1440	1440
UTR24.oligo93	218	218
UTR12.oligo290	782	782
UTR19.oligo32	1346	1346
UTR27.oligo78	1418	1418
UTR32.oligo172	973	973
UTR3.oligo129	1050	1050
UTR12.oligo96	377	377
UTR31.oligo138	735	735
UTR29.oligo28	1780	1780
UTR30.oligo350	1659	1659
UTR19.oligo116	1072	1072
UTR13.oligo90	1588	1588
UTR19.oligo16	1361	1361
UTR12.oligo39	1878	1878
UTR30.oligo328	1862	1862
UTR2.oligo261	806	806
UTR13.oligo28	1810	1810
UTR25.oligo32	1535	1535
UTR8.oligo14	645	645
UTR14.oligo132	600	600
UTR19.oligo117	1794	1794
UTR2.oligo42	688	688
UTR3.oligo172	1940	1940
UTR18.oligo240	1460	1460
UTR11.oligo150	1930	1930
UTR11.oligo328	1504	1504
UTR26.oligo13	581	581
UTR2.oligo370	1130	1130
UTR21.oligo44	1063	1063
UTR6.oligo296	1279	1279
UTR29.oligo130	1763	1763
UTR12.oligo147	784	784
UTR6.oligo288	331	331
UTR6.oligo29	1009	1009
UTR23.oligo146	1652	1652
UTR32.oligo62	1840	1840
UTR33.oligo201	1526	1526
UTR30.oligo359	1700	1700
UTR2.oligo117	146	146
UTR32.oligo23	865	865
UTR30.oligo308	1858	1858
UTR33.oligo195	1112	1112
UTR15.oligo111	1448	1448
UTR16.oligo326	927	927
UTR4.oligo41	1607	1607
UTR32.oligo0	460	460
UTR31.oligo323	1722	1722
UTR18.oligo405	1530	1530
UTR3.oligo364	1442	1442
UTR25.oligo131	1145	1145
UTR12.oligo109	711	711
UTR6.oligo385	355	355
UTR3.oligo268	1606	1606
UTR4.oligo7	1087	1087
UTR25.oligo345	570	570
UTR16.oligo291	1328	1328
UTR30.oligo130	1730	1730
UTR29.oligo19	737	737
UTR22.oligo74	563	563
UTR27.oligo250	543	543
UTR30.oligo330	1152	1152
UTR10.oligo140	1333	1333
UTR33.oligo59	490	490
UTR16.oligo249	898	898
UTR6.oligo226	1366	1366
UTR27.oligo374	1572	1572
UTR11.oligo107	1451	1451
UTR2.oligo272	1571	1571
UTR6.oligo302	568	568
UTR26.oligo63	1837	1837
UTR3.oligo30	1558	1558
UTR11.oligo333	1892	1892
UTR15.oligo14	1422	1422
UTR14.oligo143	1552	1552
UTR31.oligo77	20	20
UTR17.oligo6	1574	1574
UTR2.oligo413	1353	1353
UTR5.oligo74	1105	1105
UTR27.oligo103	1740	1740
UTR21.oligo95	1250	1250
UTR27.oligo11	1314	1314
UTR16.oligo310	1818	1818
UTR16.oligo197	798	798
UTR30.oligo258	811	811
UTR13.oligo59	14	14
UTR32.oligo133	588	588
UTR18.oligo108	1559	1559
UTR16.oligo136	1150	1150
UTR12.oligo282	1819	1819
UTR22.oligo86	1527	1527
UTR30.oligo427	828	828
UTR21.oligo79	744	744
UTR2.oligo307	1657	1657
UTR34.oligo170	1339	1339
UTR5.oligo111	1119	1119
UTR16.oligo140	1873	1873
UTR18.oligo97	1216	1216
UTR34.oligo229	1078	1078
UTR12.oligo146	1751	1751
UTR5.oligo242	643	643
UTR2.oligo140	982	982
UTR21.oligo114	599	599
UTR20.oligo49	820	820
UTR17.oligo148	1797	1797
UTR6.oligo407	1473	1473
UTR3.oligo379	853	853
UTR9.oligo63	1613	1613
UTR30.oligo339	276	276
UTR25.oligo286	1355	1355
UTR33.oligo200	1225	1225
UTR30.oligo314	1034	1034
UTR23.oligo136	1260	1260
UTR15.oligo121	1010	1010
UTR13.oligo276	1636	1636
UTR24.oligo149	1817	1817
UTR2.oligo400	1017	1017
UTR10.oligo96	1803	1803
UTR12.oligo157	1143	1143
UTR33.oligo262	950	950
UTR18.oligo467	1811	1811
UTR28.oligo190	468	468
UTR15.oligo264	1345	1345
UTR29.oligo144	1460	1460
UTR19.oligo87	151	151
UTR27.oligo179	1437	1437
UTR12.oligo52	863	863
UTR32.oligo65	1425	1425
UTR16.oligo177	953	953
UTR6.oligo47	1340	1340
UTR6.oligo384	1882	1882
UTR19.oligo10	1417	1417
UTR24.oligo237	991	991
UTR11.oligo21	351	351
UTR3.oligo171	738	738
UTR18.oligo118	1133	1133
UTR24.oligo299	1483	1483
UTR18.oligo176	1777	1777
UTR10.oligo48	1837	1837
UTR27.oligo358	1921	1921
UTR27.oligo294	974	974
UTR17.oligo189	524	524
UTR17.oligo258	1522	1522
UTR13.oligo110	1209	1209
UTR25.oligo42	1239	1239
UTR13.oligo150	1299	1299
UTR23.oligo122	1932	1932
UTR12.oligo150	1955	1955
UTR29.oligo235	948	948
UTR3.oligo452	1276	1276
UTR26.oligo66	509	509
UTR25.oligo96	1707	1707
UTR5.oligo255	1497	1497
UTR29.oligo10	1561	1561
UTR18.oligo301	320	320
UTR3.oligo124	858	858
UTR18.oligo238	813	813
UTR7.oligo43	1956	1956
UTR29.oligo120	1546	1546
UTR3.oligo420	1919	1919
UTR33.oligo130	616	616
UTR11.oligo104	1243	1243
UTR32.oligo82	1596	1596
UTR10.oligo92	706	706
UTR30.oligo118	175	175
UTR16.oligo138	1559	1559
UTR13.oligo189	330	330
UTR11.oligo265	756	756
UTR13.oligo272	1535	1535
UTR15.oligo41	614	614
UTR25.oligo260	1802	1802
UTR16.oligo85	338	338
UTR35.oligo209	1934	1934
UTR16.oligo225	739	739
UTR21.oligo158	1927	1927
UTR6.oligo421	1263	1263
UTR2.oligo30	1295	1295
UTR25.oligo332	1106	1106
UTR3.oligo354	1258	1258
UTR7.oligo11	1957	1957
UTR12.oligo285	1648	1648
UTR23.oligo81	958	958
UTR11.oligo66	1168	1168
UTR10.oligo195	1749	1749
UTR18.oligo273	1622	1622
UTR10.oligo99	1416	1416
UTR26.oligo17	1009	1009
UTR21.oligo150	1685	1685
UTR32.oligo186	1853	1853
UTR25.oligo70	953	953
UTR11.oligo170	1188	1188
UTR5.oligo245	908	908
UTR11.oligo343	402	402
UTR22.oligo49	1221	1221
UTR5.oligo53	680	680
UTR28.oligo163	608	608
UTR16.oligo1	811	811
UTR6.oligo68	594	594
UTR28.oligo62	1616	1616
UTR18.oligo36	1922	1922
UTR28.oligo153	224	224
UTR18.oligo424	1515	1515
UTR30.oligo153	170	170
UTR13.oligo105	657	657
UTR16.oligo410	1778	1778
UTR24.oligo150	448	448
UTR11.oligo0	823	823
UTR14.oligo82	1777	1777
UTR14.oligo74	849	849
UTR16.oligo233	751	751
UTR29.oligo122	1839	1839
UTR10.oligo210	1929	1929
