oligo	actualcounts	mappedcounts
UTR9.oligo188	1516	1516
UTR1.oligo120	711	711
UTR10.oligo214	1301	1301
UTR9.oligo100	536	536
UTR11.oligo96	1350	1350
UTR12.oligo58	1537	1537
UTR1.oligo51	1894	1894
UTR12.oligo247	1113	1113
UTR12.oligo695	581	581
UTR6.oligo75	992	992
UTR1.oligo360	434	434
UTR16.oligo583	1923	1923
UTR6.oligo500	682	682
UTR2.oligo171	1570	1570
UTR2.oligo263	1398	1398
UTR12.oligo223	1216	1216
UTR1.oligo276	1437	1437
UTR15.oligo734	1163	1163
UTR12.oligo677	1243	1243
UTR11.oligo113	1376	1376
UTR4.oligo704	587	587
UTR13.oligo464	1276	1276
UTR1.oligo829	1321	1321
UTR2.oligo109	1643	1643
UTR4.oligo346	938	938
UTR14.oligo58	588	588
UTR9.oligo363	968	968
UTR17.oligo169	1514	1514
UTR10.oligo12	1090	1090
UTR9.oligo469	685	685
UTR10.oligo240	1762	1762
UTR12.oligo638	1555	1555
UTR16.oligo43	1537	1537
UTR5.oligo349	1094	1094
UTR6.oligo230	485	485
UTR10.oligo409	1572	1572
UTR14.oligo40	1892	1892
UTR12.oligo87	1272	1272
UTR17.oligo757	1175	1175
UTR11.oligo108	366	366
UTR14.oligo68	1226	1226
UTR5.oligo53	1858	1858
UTR17.oligo296	439	439
UTR1.oligo348	1656	1656
UTR6.oligo274	1636	1636
UTR7.oligo61	486	486
UTR10.oligo27	1057	1057
UTR12.oligo701	290	290
UTR3.oligo119	1859	1859
UTR3.oligo264	1314	1314
UTR10.oligo538	1536	1536
UTR4.oligo88	467	467
UTR1.oligo30	454	454
UTR14.oligo201	991	991
UTR3.oligo215	1362	1362
UTR12.oligo716	1780	1780
UTR17.oligo507	1221	1221
UTR10.oligo431	1242	1242
UTR10.oligo302	1604	1604
UTR17.oligo800	755	755
UTR8.oligo131	942	942
UTR4.oligo502	1709	1709
UTR17.oligo75	1623	1623
UTR4.oligo46	640	640
UTR3.oligo282	822	822
UTR1.oligo779	482	482
UTR15.oligo181	1210	1210
UTR16.oligo76	1143	1143
UTR3.oligo616	1692	1692
UTR4.oligo425	506	506
UTR1.oligo644	1842	1842
UTR12.oligo416	248	248
UTR17.oligo626	737	737
UTR4.oligo325	1198	1198
UTR4.oligo636	700	700
UTR3.oligo246	227	227
UTR4.oligo548	421	421
UTR15.oligo782	1765	1765
UTR12.oligo2	507	507
UTR17.oligo513	665	665
UTR16.oligo695	1738	1738
UTR12.oligo294	612	612
UTR9.oligo112	1129	1129
UTR3.oligo83	1185	1185
UTR1.oligo294	1802	1802
UTR7.oligo488	1261	1261
UTR5.oligo266	887	887
UTR1.oligo371	99	99
UTR7.oligo145	1865	1865
UTR4.oligo708	1322	1322
UTR17.oligo855	883	883
UTR3.oligo0	1574	1574
UTR9.oligo406	1715	1715
UTR11.oligo84	1874	1874
UTR7.oligo304	1798	1798
UTR12.oligo130	1368	1368
UTR13.oligo319	179	179
UTR10.oligo434	1146	1146
UTR3.oligo556	960	960
UTR7.oligo466	1575	1575
UTR7.oligo546	1281	1281
UTR15.oligo736	909	909
UTR4.oligo193	1270	1270
UTR13.oligo518	1296	1296
UTR9.oligo162	899	899
UTR1.oligo479	1212	1212
UTR7.oligo558	1354	1354
UTR10.oligo308	230	230
UTR7.oligo410	110	110
UTR7.oligo593	818	818
UTR14.oligo426	1457	1457
UTR13.oligo109	994	994
UTR13.oligo284	1301	1301
UTR15.oligo218	1561	1561
UTR7.oligo716	1345	1345
UTR1.oligo8	1716	1716
UTR6.oligo45	695	695
UTR12.oligo700	1703	1703
UTR17.oligo250	1401	1401
UTR10.oligo14	1887	1887
UTR12.oligo369	1074	1074
UTR6.oligo170	965	965
UTR4.oligo427	857	857
UTR10.oligo255	1513	1513
UTR5.oligo275	811	811
UTR17.oligo206	789	789
UTR16.oligo681	1422	1422
UTR3.oligo223	984	984
UTR4.oligo484	1315	1315
UTR15.oligo722	72	72
UTR4.oligo496	875	875
UTR15.oligo947	1439	1439
UTR13.oligo402	1752	1752
UTR15.oligo599	1616	1616
UTR1.oligo197	1924	1924
UTR10.oligo524	1670	1670
UTR1.oligo747	1677	1677
UTR9.oligo133	1572	1572
UTR14.oligo350	1518	1518
UTR17.oligo371	729	729
UTR17.oligo191	1255	1255
UTR16.oligo351	1221	1221
UTR17.oligo846	991	991
UTR12.oligo353	1800	1800
UTR3.oligo439	1296	1296
UTR7.oligo263	1129	1129
UTR9.oligo14	571	571
UTR10.oligo456	704	704
UTR4.oligo873	1116	1116
UTR17.oligo147	786	786
UTR17.oligo441	1592	1592
UTR10.oligo201	1391	1391
UTR7.oligo631	1546	1546
UTR6.oligo2	1751	1751
UTR1.oligo366	1126	1126
UTR17.oligo820	274	274
UTR5.oligo386	958	958
UTR10.oligo13	1383	1383
UTR12.oligo618	1109	1109
UTR17.oligo134	1398	1398
UTR16.oligo355	1867	1867
UTR6.oligo210	800	800
UTR4.oligo347	1869	1869
UTR10.oligo174	986	986
UTR7.oligo216	1218	1218
UTR15.oligo670	1312	1312
UTR15.oligo950	664	664
UTR11.oligo37	1913	1913
UTR17.oligo861	936	936
UTR16.oligo628	710	710
UTR1.oligo749	1352	1352
UTR15.oligo222	206	206
UTR4.oligo452	1238	1238
UTR7.oligo340	1095	1095
UTR13.oligo338	417	417
UTR1.oligo109	1861	1861
UTR1.oligo543	1625	1625
UTR16.oligo306	1172	1172
UTR17.oligo14	948	948
UTR3.oligo157	465	465
UTR17.oligo733	1169	1169
UTR12.oligo382	770	770
UTR1.oligo391	1072	1072
UTR4.oligo489	207	207
UTR9.oligo320	1358	1358
UTR15.oligo801	1244	1244
UTR15.oligo914	1181	1181
UTR5.oligo359	1320	1320
UTR15.oligo313	1776	1776
UTR1.oligo415	1419	1419
UTR14.oligo128	605	605
UTR14.oligo106	1926	1926
UTR17.oligo343	1772	1772
UTR17.oligo828	1665	1665
UTR15.oligo581	1819	1819
UTR17.oligo439	988	988
UTR13.oligo25	1344	1344
UTR10.oligo138	1156	1156
UTR1.oligo710	1157	1157
UTR12.oligo101	910	910
UTR14.oligo294	726	726
UTR7.oligo452	358	358
UTR9.oligo292	613	613
UTR17.oligo391	567	567
UTR8.oligo123	1417	1417
UTR1.oligo780	1697	1697
UTR1.oligo319	355	355
UTR6.oligo336	753	753
UTR16.oligo196	1356	1356
UTR7.oligo427	931	931
UTR7.oligo109	1679	1679
UTR4.oligo218	1317	1317
UTR12.oligo834	1848	1848
UTR10.oligo263	148	148
UTR17.oligo146	833	833
UTR17.oligo92	863	863
UTR1.oligo356	1144	1144
UTR9.oligo62	1469	1469
UTR16.oligo449	1476	1476
UTR9.oligo207	1651	1651
UTR7.oligo382	478	478
UTR1.oligo814	804	804
UTR3.oligo191	558	558
UTR5.oligo392	1840	1840
UTR13.oligo168	1178	1178
UTR4.oligo215	712	712
UTR7.oligo254	702	702
UTR15.oligo613	1455	1455
UTR15.oligo170	387	387
UTR7.oligo306	187	187
UTR9.oligo147	1890	1890
UTR15.oligo91	1429	1429
UTR6.oligo512	1274	1274
UTR12.oligo331	923	923
UTR12.oligo238	1195	1195
UTR1.oligo822	50	50
UTR6.oligo138	1767	1767
UTR15.oligo557	981	981
UTR1.oligo859	1163	1163
UTR16.oligo28	1253	1253
UTR12.oligo356	1828	1828
UTR9.oligo84	1790	1790
UTR15.oligo620	1849	1849
UTR17.oligo144	454	454
UTR9.oligo477	1789	1789
UTR1.oligo438	854	854
UTR2.oligo210	884	884
UTR5.oligo160	438	438
UTR5.oligo289	489	489
UTR4.oligo399	1237	1237
UTR5.oligo300	1864	1864
UTR6.oligo231	1144	1144
UTR3.oligo566	984	984
UTR12.oligo308	1815	1815
UTR12.oligo259	1737	1737
UTR16.oligo260	1275	1275
UTR14.oligo235	108	108
UTR4.oligo7	1396	1396
UTR10.oligo564	255	255
UTR7.oligo257	1615	1615
UTR11.oligo142	492	492
UTR3.oligo461	1092	1092
UTR14.oligo168	689	689
UTR17.oligo352	546	546
UTR1.oligo444	1000	1000
UTR3.oligo587	787	787
UTR14.oligo434	560	560
UTR4.oligo138	868	868
UTR14.oligo30	1882	1882
UTR1.oligo272	1908	1908
UTR9.oligo527	602	602
UTR12.oligo541	1785	1785
UTR3.oligo35	178	178
UTR9.oligo230	207	207
UTR1.oligo91	540	540
UTR7.oligo209	211	211
UTR13.oligo55	823	823
UTR15.oligo462	1167	1167
UTR16.oligo223	940	940
UTR5.oligo301	1734	1734
UTR11.oligo80	1544	1544
UTR4.oligo370	1390	1390
UTR17.oligo558	938	938
UTR4.oligo849	1885	1885
UTR12.oligo871	826	826
UTR14.oligo215	615	615
UTR16.oligo276	751	751
UTR17.oligo281	712	712
UTR8.oligo99	1306	1306
UTR7.oligo260	1920	1920
UTR5.oligo368	1722	1722
UTR15.oligo355	1329	1329
UTR16.oligo286	1870	1870
UTR14.oligo414	1286	1286
UTR4.oligo363	833	833
UTR14.oligo24	276	276
UTR15.oligo891	952	952
UTR3.oligo622	154	154
UTR11.oligo26	537	537
UTR15.oligo665	921	921
UTR10.oligo536	1233	1233
UTR16.oligo20	1339	1339
UTR17.oligo655	1884	1884
UTR1.oligo246	221	221
UTR6.oligo183	1897	1897
UTR7.oligo718	525	525
UTR1.oligo439	1507	1507
UTR12.oligo342	1546	1546
UTR17.oligo328	512	512
UTR1.oligo102	1895	1895
UTR6.oligo429	1467	1467
UTR9.oligo335	891	891
UTR1.oligo2	246	246
UTR6.oligo216	809	809
UTR17.oligo150	1487	1487
UTR4.oligo791	723	723
UTR3.oligo150	1246	1246
UTR12.oligo872	1448	1448
UTR4.oligo905	610	610
UTR6.oligo557	1172	1172
UTR6.oligo492	1562	1562
UTR3.oligo203	684	684
UTR12.oligo803	1549	1549
UTR4.oligo31	559	559
UTR16.oligo268	781	781
UTR7.oligo120	1654	1654
UTR17.oligo868	364	364
UTR12.oligo614	1167	1167
UTR12.oligo672	1690	1690
UTR4.oligo827	1091	1091
UTR4.oligo349	710	710
UTR6.oligo451	171	171
UTR17.oligo716	1809	1809
UTR17.oligo48	1522	1522
UTR5.oligo189	1708	1708
UTR10.oligo276	1122	1122
UTR12.oligo33	1819	1819
UTR16.oligo523	706	706
UTR16.oligo497	971	971
UTR9.oligo96	279	279
UTR17.oligo778	1362	1362
UTR9.oligo199	664	664
UTR1.oligo609	218	218
UTR9.oligo258	780	780
UTR9.oligo444	237	237
UTR9.oligo462	656	656
UTR1.oligo300	1575	1575
UTR7.oligo91	1035	1035
UTR2.oligo189	1080	1080
UTR4.oligo5	1583	1583
UTR3.oligo94	1137	1137
UTR16.oligo78	1662	1662
UTR2.oligo295	1590	1590
UTR17.oligo573	1570	1570
UTR1.oligo268	249	249
UTR11.oligo162	743	743
UTR5.oligo68	740	740
UTR4.oligo146	1526	1526
UTR11.oligo122	169	169
UTR5.oligo10	1541	1541
UTR3.oligo252	863	863
UTR6.oligo515	779	779
UTR3.oligo589	1270	1270
UTR3.oligo484	1915	1915
UTR5.oligo322	1439	1439
UTR12.oligo317	962	962
UTR4.oligo149	1378	1378
UTR15.oligo676	676	676
UTR7.oligo682	992	992
UTR12.oligo490	355	355
UTR10.oligo571	1606	1606
UTR14.oligo138	978	978
UTR13.oligo108	433	433
UTR9.oligo482	1337	1337
UTR17.oligo450	914	914
UTR1.oligo67	965	965
UTR5.oligo74	1635	1635
UTR9.oligo422	1720	1720
UTR5.oligo315	1669	1669
UTR4.oligo76	1869	1869
UTR10.oligo551	667	667
UTR12.oligo257	353	353
UTR15.oligo585	1033	1033
UTR1.oligo642	1219	1219
UTR7.oligo426	594	594
UTR6.oligo539	604	604
UTR16.oligo433	1302	1302
UTR17.oligo782	1354	1354
UTR16.oligo140	1324	1324
UTR15.oligo787	1483	1483
UTR6.oligo227	437	437
UTR15.oligo513	1749	1749
UTR12.oligo148	449	449
UTR11.oligo175	246	246
UTR16.oligo161	1420	1420
UTR6.oligo156	742	742
UTR3.oligo141	1183	1183
UTR12.oligo213	1645	1645
UTR12.oligo729	1114	1114
UTR9.oligo304	1175	1175
UTR1.oligo502	1206	1206
UTR9.oligo251	1850	1850
UTR16.oligo259	830	830
UTR1.oligo333	996	996
UTR4.oligo297	844	844
UTR4.oligo342	1652	1652
UTR4.oligo679	1447	1447
UTR17.oligo833	1775	1775
UTR6.oligo400	1113	1113
UTR1.oligo516	118	118
UTR1.oligo251	1401	1401
UTR9.oligo161	427	427
UTR12.oligo742	1321	1321
UTR6.oligo390	575	575
UTR9.oligo386	461	461
UTR17.oligo331	461	461
UTR13.oligo467	1121	1121
UTR10.oligo317	1243	1243
UTR7.oligo543	1298	1298
UTR13.oligo176	835	835
UTR17.oligo894	645	645
UTR12.oligo615	690	690
UTR13.oligo223	1221	1221
UTR14.oligo307	665	665
UTR17.oligo153	274	274
UTR12.oligo306	1590	1590
UTR12.oligo567	1228	1228
UTR3.oligo124	710	710
UTR2.oligo176	1181	1181
UTR3.oligo412	1425	1425
UTR7.oligo219	857	857
UTR6.oligo471	933	933
UTR4.oligo783	829	829
UTR15.oligo179	243	243
UTR4.oligo183	918	918
UTR6.oligo206	751	751
UTR6.oligo193	615	615
UTR4.oligo407	48	48
UTR7.oligo629	1593	1593
UTR12.oligo72	674	674
UTR17.oligo278	1681	1681
UTR10.oligo170	943	943
UTR12.oligo327	901	901
UTR3.oligo542	1275	1275
UTR15.oligo374	1457	1457
UTR12.oligo282	1539	1539
UTR11.oligo62	1529	1529
UTR1.oligo5	70	70
UTR1.oligo623	1817	1817
UTR16.oligo320	1279	1279
UTR3.oligo457	718	718
UTR16.oligo122	1660	1660
UTR4.oligo158	904	904
UTR3.oligo125	1346	1346
UTR10.oligo221	1499	1499
UTR4.oligo147	625	625
UTR6.oligo253	1268	1268
UTR12.oligo627	1803	1803
UTR7.oligo165	1527	1527
UTR16.oligo448	1179	1179
UTR9.oligo534	1918	1918
UTR13.oligo492	1373	1373
UTR13.oligo212	1880	1880
UTR10.oligo121	1359	1359
UTR15.oligo249	1073	1073
UTR1.oligo47	802	802
UTR12.oligo863	852	852
UTR12.oligo821	582	582
UTR16.oligo15	935	935
UTR2.oligo117	507	507
UTR17.oligo627	38	38
UTR1.oligo465	1733	1733
UTR13.oligo389	896	896
UTR16.oligo337	368	368
UTR15.oligo13	1864	1864
UTR1.oligo416	1631	1631
UTR15.oligo149	1456	1456
UTR15.oligo597	1381	1381
UTR4.oligo897	1032	1032
UTR15.oligo541	269	269
UTR2.oligo194	664	664
UTR16.oligo379	695	695
UTR13.oligo343	356	356
UTR17.oligo131	258	258
UTR4.oligo691	600	600
UTR4.oligo509	802	802
UTR17.oligo61	1170	1170
UTR6.oligo283	1367	1367
UTR13.oligo208	1373	1373
UTR17.oligo195	969	969
UTR7.oligo400	1541	1541
UTR5.oligo178	1242	1242
UTR6.oligo368	1697	1697
UTR17.oligo570	1817	1817
UTR13.oligo344	1795	1795
UTR15.oligo778	375	375
UTR3.oligo96	133	133
UTR15.oligo418	521	521
UTR12.oligo454	1275	1275
UTR2.oligo49	803	803
UTR2.oligo40	1158	1158
UTR15.oligo732	1819	1819
UTR16.oligo323	1829	1829
UTR2.oligo190	1361	1361
UTR1.oligo493	1246	1246
UTR3.oligo423	294	294
UTR16.oligo326	1784	1784
UTR6.oligo310	1137	1137
UTR12.oligo887	1746	1746
UTR1.oligo478	1073	1073
UTR3.oligo247	876	876
UTR14.oligo380	1674	1674
UTR16.oligo440	308	308
UTR9.oligo357	671	671
UTR7.oligo90	1532	1532
UTR5.oligo1	543	543
UTR13.oligo17	865	865
UTR1.oligo245	764	764
UTR1.oligo833	1171	1171
UTR4.oligo65	807	807
UTR10.oligo570	1276	1276
UTR2.oligo60	1532	1532
UTR12.oligo3	600	600
UTR12.oligo808	693	693
UTR13.oligo49	1912	1912
UTR4.oligo658	341	341
UTR6.oligo506	1086	1086
UTR12.oligo207	644	644
UTR1.oligo484	133	133
UTR7.oligo195	1458	1458
UTR10.oligo565	618	618
UTR11.oligo114	1484	1484
UTR10.oligo435	572	572
UTR7.oligo389	1076	1076
UTR16.oligo313	1163	1163
UTR9.oligo210	1168	1168
UTR12.oligo481	1746	1746
UTR9.oligo278	652	652
UTR15.oligo150	531	531
UTR1.oligo168	1591	1591
UTR10.oligo529	909	909
UTR10.oligo296	778	778
UTR17.oligo228	525	525
UTR16.oligo668	1708	1708
UTR13.oligo444	1322	1322
UTR15.oligo17	1344	1344
UTR5.oligo4	1822	1822
UTR15.oligo98	1377	1377
UTR14.oligo274	1338	1338
UTR10.oligo56	1032	1032
UTR4.oligo171	1601	1601
UTR5.oligo30	1732	1732
UTR15.oligo643	1165	1165
UTR1.oligo302	737	737
UTR4.oligo124	1678	1678
UTR7.oligo598	1886	1886
UTR4.oligo833	1288	1288
UTR3.oligo363	453	453
UTR15.oligo652	614	614
UTR10.oligo519	823	823
UTR1.oligo115	707	707
UTR4.oligo432	607	607
UTR9.oligo519	1213	1213
UTR17.oligo395	1390	1390
UTR16.oligo463	271	271
UTR7.oligo140	1737	1737
UTR9.oligo310	1892	1892
UTR7.oligo496	1197	1197
UTR1.oligo390	731	731
UTR17.oligo592	981	981
UTR4.oligo666	1648	1648
UTR6.oligo553	1169	1169
UTR17.oligo302	853	853
UTR16.oligo565	1760	1760
UTR16.oligo247	1075	1075
UTR10.oligo516	1284	1284
UTR5.oligo65	435	435
UTR12.oligo60	1481	1481
UTR13.oligo246	594	594
UTR2.oligo255	634	634
UTR5.oligo181	1273	1273
UTR5.oligo109	1191	1191
UTR9.oligo555	948	948
UTR13.oligo165	539	539
UTR9.oligo176	468	468
UTR3.oligo175	1442	1442
UTR5.oligo355	972	972
UTR12.oligo608	1147	1147
UTR9.oligo255	187	187
UTR16.oligo352	1160	1160
UTR6.oligo452	881	881
UTR13.oligo508	1827	1827
UTR4.oligo0	31	31
UTR5.oligo117	1709	1709
UTR4.oligo549	1057	1057
UTR13.oligo142	1204	1204
UTR15.oligo844	1002	1002
UTR14.oligo243	698	698
UTR4.oligo29	857	857
UTR10.oligo52	1096	1096
UTR5.oligo335	811	811
UTR15.oligo756	463	463
UTR15.oligo776	229	229
UTR6.oligo54	435	435
UTR4.oligo758	270	270
UTR7.oligo200	1651	1651
UTR6.oligo483	774	774
UTR1.oligo641	845	845
UTR4.oligo453	500	500
UTR12.oligo66	354	354
UTR14.oligo260	1111	1111
UTR4.oligo90	1688	1688
UTR2.oligo76	1740	1740
UTR16.oligo500	1064	1064
UTR15.oligo788	1779	1779
UTR17.oligo853	956	956
UTR2.oligo43	10	10
UTR10.oligo368	1460	1460
UTR15.oligo814	1498	1498
UTR6.oligo97	357	357
UTR4.oligo299	1534	1534
UTR1.oligo567	778	778
UTR9.oligo336	762	762
UTR1.oligo783	653	653
UTR14.oligo333	1217	1217
UTR14.oligo89	1718	1718
UTR14.oligo265	844	844
UTR4.oligo482	1208	1208
UTR13.oligo68	1134	1134
UTR4.oligo871	598	598
UTR12.oligo286	1275	1275
UTR9.oligo216	912	912
UTR3.oligo1	1550	1550
UTR13.oligo455	195	195
UTR1.oligo274	661	661
UTR10.oligo74	413	413
UTR15.oligo223	1365	1365
UTR4.oligo651	1633	1633
UTR16.oligo503	182	182
UTR1.oligo249	1605	1605
UTR15.oligo872	554	554
UTR5.oligo347	1747	1747
UTR3.oligo533	1838	1838
UTR12.oligo287	491	491
UTR16.oligo396	1665	1665
UTR17.oligo312	1210	1210
UTR15.oligo831	353	353
UTR4.oligo698	42	42
UTR3.oligo390	708	708
UTR4.oligo559	900	900
UTR15.oligo479	339	339
UTR17.oligo706	106	106
UTR8.oligo29	204	204
UTR7.oligo45	715	715
UTR15.oligo424	153	153
UTR1.oligo24	106	106
UTR4.oligo662	473	473
UTR9.oligo180	750	750
UTR13.oligo105	273	273
UTR15.oligo757	758	758
UTR2.oligo135	1751	1751
UTR10.oligo486	1602	1602
UTR3.oligo505	1578	1578
UTR7.oligo334	483	483
UTR12.oligo591	1749	1749
UTR15.oligo416	1481	1481
UTR16.oligo61	50	50
UTR8.oligo3	1287	1287
UTR8.oligo15	1659	1659
UTR9.oligo211	1903	1903
UTR12.oligo553	1716	1716
UTR15.oligo809	936	936
UTR6.oligo328	1261	1261
UTR2.oligo152	1117	1117
UTR17.oligo734	1533	1533
UTR9.oligo240	850	850
UTR7.oligo317	1513	1513
UTR1.oligo528	311	311
UTR17.oligo743	1706	1706
UTR6.oligo306	1573	1573
UTR3.oligo228	1183	1183
UTR1.oligo293	1210	1210
UTR7.oligo319	1360	1360
UTR10.oligo41	262	262
UTR4.oligo318	136	136
UTR4.oligo385	1468	1468
UTR14.oligo169	853	853
UTR17.oligo802	1493	1493
UTR17.oligo722	681	681
UTR13.oligo347	994	994
UTR15.oligo639	468	468
UTR13.oligo308	1595	1595
UTR13.oligo386	329	329
UTR12.oligo397	1320	1320
UTR9.oligo6	1360	1360
UTR7.oligo396	645	645
UTR15.oligo904	579	579
UTR12.oligo387	1427	1427
UTR3.oligo498	918	918
UTR3.oligo551	327	327
UTR16.oligo30	1773	1773
UTR7.oligo458	1805	1805
UTR15.oligo240	777	777
UTR17.oligo596	1345	1345
UTR17.oligo902	1564	1564
UTR12.oligo361	1684	1684
UTR4.oligo426	1743	1743
UTR6.oligo146	1446	1446
UTR3.oligo222	1050	1050
UTR1.oligo778	779	779
UTR10.oligo527	30	30
UTR17.oligo446	1523	1523
UTR15.oligo842	386	386
UTR3.oligo613	1431	1431
UTR12.oligo214	1766	1766
UTR10.oligo129	1304	1304
UTR13.oligo231	452	452
UTR14.oligo293	527	527
UTR2.oligo248	1370	1370
UTR2.oligo21	1331	1331
UTR6.oligo95	250	250
UTR7.oligo610	1853	1853
UTR15.oligo99	982	982
UTR7.oligo518	556	556
UTR1.oligo76	1637	1637
UTR6.oligo517	810	810
UTR9.oligo551	613	613
UTR12.oligo407	1483	1483
UTR1.oligo787	1039	1039
UTR5.oligo225	1324	1324
UTR17.oligo428	1068	1068
UTR3.oligo318	1553	1553
UTR11.oligo19	1271	1271
UTR12.oligo179	243	243
UTR15.oligo857	1428	1428
UTR6.oligo178	597	597
UTR1.oligo617	905	905
UTR1.oligo312	1202	1202
UTR6.oligo372	417	417
UTR7.oligo706	48	48
UTR3.oligo74	265	265
UTR17.oligo187	630	630
UTR16.oligo184	1706	1706
UTR15.oligo488	1912	1912
UTR14.oligo107	1057	1057
UTR17.oligo276	1590	1590
UTR6.oligo55	1323	1323
UTR4.oligo598	1008	1008
UTR7.oligo131	1363	1363
UTR17.oligo777	1445	1445
UTR12.oligo46	1232	1232
UTR13.oligo488	1883	1883
UTR6.oligo510	1372	1372
UTR17.oligo104	376	376
UTR4.oligo718	109	109
UTR6.oligo494	958	958
UTR4.oligo313	1149	1149
UTR4.oligo851	1291	1291
UTR17.oligo295	792	792
UTR16.oligo401	430	430
UTR1.oligo675	1892	1892
UTR3.oligo130	563	563
UTR5.oligo248	1467	1467
UTR3.oligo204	1087	1087
UTR6.oligo365	1796	1796
UTR6.oligo161	1672	1672
UTR5.oligo57	1326	1326
UTR2.oligo147	1600	1600
UTR11.oligo44	1373	1373
UTR17.oligo355	194	194
UTR17.oligo324	1912	1912
UTR1.oligo503	1754	1754
UTR3.oligo601	1241	1241
UTR17.oligo317	741	741
UTR4.oligo440	678	678
UTR5.oligo73	1601	1601
UTR6.oligo114	875	875
UTR11.oligo160	428	428
UTR15.oligo281	1790	1790
UTR15.oligo465	423	423
UTR1.oligo619	1108	1108
UTR1.oligo188	1901	1901
UTR16.oligo211	1127	1127
UTR10.oligo117	1619	1619
UTR17.oligo516	1233	1233
UTR9.oligo28	928	928
UTR2.oligo82	338	338
UTR9.oligo136	385	385
UTR10.oligo273	1842	1842
UTR12.oligo694	899	899
UTR14.oligo114	350	350
UTR6.oligo199	610	610
UTR16.oligo165	188	188
UTR16.oligo358	1872	1872
UTR16.oligo176	741	741
UTR16.oligo529	582	582
UTR10.oligo580	1262	1262
UTR12.oligo194	321	321
UTR15.oligo901	770	770
UTR7.oligo132	439	439
UTR3.oligo526	1441	1441
UTR7.oligo375	1286	1286
UTR9.oligo7	502	502
UTR3.oligo286	1905	1905
UTR17.oligo418	944	944
UTR17.oligo495	1270	1270
UTR7.oligo574	1470	1470
UTR9.oligo351	1121	1121
UTR16.oligo643	1090	1090
UTR4.oligo328	1232	1232
UTR14.oligo62	977	977
UTR4.oligo868	1268	1268
UTR15.oligo695	414	414
UTR10.oligo150	885	885
UTR7.oligo312	641	641
UTR15.oligo333	1375	1375
UTR14.oligo162	971	971
UTR12.oligo146	1753	1753
UTR9.oligo427	1260	1260
UTR3.oligo304	1702	1702
UTR7.oligo231	798	798
UTR5.oligo159	1048	1048
UTR17.oligo628	1019	1019
UTR4.oligo466	665	665
UTR15.oligo283	1015	1015
UTR15.oligo397	1273	1273
UTR17.oligo576	1393	1393
UTR12.oligo745	656	656
UTR4.oligo829	649	649
UTR12.oligo508	1153	1153
UTR16.oligo32	1839	1839
UTR10.oligo394	818	818
UTR14.oligo373	961	961
UTR3.oligo397	967	967
UTR3.oligo337	729	729
UTR14.oligo317	1130	1130
UTR6.oligo44	1419	1419
UTR7.oligo394	540	540
UTR2.oligo191	1459	1459
UTR1.oligo252	1785	1785
UTR15.oligo634	1754	1754
UTR9.oligo451	1099	1099
UTR1.oligo784	728	728
UTR8.oligo33	1616	1616
UTR2.oligo50	321	321
UTR16.oligo474	1686	1686
UTR16.oligo221	808	808
UTR7.oligo170	1118	1118
UTR9.oligo125	900	900
UTR16.oligo592	574	574
UTR10.oligo137	1065	1065
UTR5.oligo194	1184	1184
UTR12.oligo707	1660	1660
UTR10.oligo290	1816	1816
UTR9.oligo27	1803	1803
UTR12.oligo358	1133	1133
UTR13.oligo384	1843	1843
UTR17.oligo205	435	435
UTR9.oligo302	1705	1705
UTR6.oligo81	681	681
UTR14.oligo189	1030	1030
UTR7.oligo690	1442	1442
UTR5.oligo199	1611	1611
UTR15.oligo165	1816	1816
UTR9.oligo473	741	741
UTR16.oligo118	389	389
UTR12.oligo867	1164	1164
UTR4.oligo596	529	529
UTR4.oligo476	1634	1634
UTR13.oligo364	524	524
UTR12.oligo71	1236	1236
UTR17.oligo346	350	350
UTR15.oligo503	672	672
UTR4.oligo705	377	377
UTR11.oligo158	1021	1021
UTR7.oligo29	225	225
UTR15.oligo841	1266	1266
UTR16.oligo587	1729	1729
UTR16.oligo111	1762	1762
UTR4.oligo780	901	901
UTR1.oligo176	1892	1892
UTR15.oligo879	1058	1058
UTR15.oligo265	1343	1343
UTR17.oligo54	547	547
UTR4.oligo424	790	790
UTR1.oligo420	916	916
UTR9.oligo113	219	219
UTR6.oligo205	1624	1624
UTR14.oligo182	502	502
UTR1.oligo399	1562	1562
UTR7.oligo333	1498	1498
UTR3.oligo171	1715	1715
UTR7.oligo364	1808	1808
UTR5.oligo211	1776	1776
UTR12.oligo852	1598	1598
UTR7.oligo346	483	483
UTR1.oligo535	1280	1280
UTR7.oligo445	250	250
UTR16.oligo481	1265	1265
UTR5.oligo258	296	296
UTR4.oligo499	331	331
UTR4.oligo107	911	911
UTR4.oligo630	1653	1653
UTR16.oligo462	824	824
UTR1.oligo563	1015	1015
UTR15.oligo735	369	369
UTR9.oligo376	1864	1864
UTR16.oligo237	352	352
UTR6.oligo111	911	911
UTR6.oligo367	118	118
UTR3.oligo459	1705	1705
UTR15.oligo710	1620	1620
UTR12.oligo256	266	266
UTR7.oligo585	465	465
UTR15.oligo512	1034	1034
UTR11.oligo3	1619	1619
UTR10.oligo293	1897	1897
UTR3.oligo105	953	953
UTR17.oligo852	1827	1827
UTR7.oligo412	1767	1767
UTR1.oligo28	691	691
UTR16.oligo248	1615	1615
UTR12.oligo305	933	933
UTR16.oligo659	403	403
UTR12.oligo102	1698	1698
