oligo	actualcounts	mappedcounts
UTR15.oligo20	821	821
UTR12.oligo27	1736	1736
UTR16.oligo427	1731	1731
UTR7.oligo294	1457	1457
UTR15.oligo709	1638	1638
UTR1.oligo723	623	623
UTR16.oligo188	1772	1772
UTR17.oligo160	1259	1259
UTR15.oligo825	1812	1812
UTR6.oligo472	1343	1343
UTR12.oligo705	1150	1150
UTR16.oligo408	1300	1300
UTR16.oligo70	1451	1451
UTR2.oligo125	874	874
UTR1.oligo361	1288	1288
UTR15.oligo938	1504	1504
UTR15.oligo721	685	685
UTR4.oligo170	861	861
UTR1.oligo303	803	803
UTR4.oligo808	865	865
UTR7.oligo691	1326	1326
UTR1.oligo601	1451	1451
UTR14.oligo116	1485	1485
UTR9.oligo55	1226	1226
UTR12.oligo55	1459	1459
UTR17.oligo115	1684	1684
UTR7.oligo9	1772	1772
UTR6.oligo38	1029	1029
UTR14.oligo310	955	955
UTR4.oligo547	1627	1627
UTR12.oligo832	1066	1066
UTR17.oligo917	1754	1754
UTR4.oligo836	1442	1442
UTR6.oligo350	1662	1662
UTR14.oligo340	1399	1399
UTR12.oligo324	1354	1354
UTR4.oligo902	1120	1120
UTR10.oligo149	1417	1417
UTR9.oligo563	1572	1572
UTR1.oligo373	1529	1529
UTR12.oligo485	1201	1201
UTR16.oligo309	1331	1331
UTR16.oligo619	1896	1896
UTR15.oligo119	1131	1131
UTR13.oligo56	1888	1888
UTR10.oligo195	529	529
UTR8.oligo54	357	357
UTR5.oligo222	1067	1067
UTR16.oligo146	544	544
UTR12.oligo195	1725	1725
UTR16.oligo618	1630	1630
UTR12.oligo526	1797	1797
UTR4.oligo89	1670	1670
UTR10.oligo426	569	569
UTR10.oligo61	1842	1842
UTR2.oligo268	1426	1426
UTR17.oligo101	1799	1799
UTR9.oligo262	1685	1685
UTR16.oligo152	1748	1748
UTR14.oligo437	1505	1505
UTR15.oligo898	1430	1430
UTR14.oligo241	1687	1687
UTR15.oligo781	1081	1081
UTR9.oligo257	1607	1607
UTR16.oligo479	1794	1794
UTR17.oligo769	1478	1478
UTR15.oligo619	440	440
UTR9.oligo478	1134	1134
UTR4.oligo311	1641	1641
UTR7.oligo538	1743	1743
UTR1.oligo452	377	377
UTR12.oligo113	1567	1567
UTR10.oligo401	925	925
UTR1.oligo404	1361	1361
UTR7.oligo217	1328	1328
UTR6.oligo507	477	477
UTR10.oligo32	1925	1925
UTR1.oligo720	1687	1687
UTR15.oligo769	1265	1265
UTR16.oligo485	1615	1615
UTR9.oligo153	162	162
UTR10.oligo589	1816	1816
UTR1.oligo751	1194	1194
UTR17.oligo741	1048	1048
UTR14.oligo268	1550	1550
UTR5.oligo81	749	749
UTR12.oligo881	1237	1237
UTR12.oligo878	1258	1258
UTR3.oligo66	1927	1927
UTR15.oligo609	1921	1921
UTR16.oligo493	1473	1473
UTR17.oligo870	1891	1891
UTR15.oligo143	769	769
UTR6.oligo419	1145	1145
UTR17.oligo413	611	611
UTR5.oligo307	694	694
UTR16.oligo399	640	640
UTR10.oligo337	1041	1041
UTR6.oligo511	1875	1875
UTR15.oligo94	1882	1882
UTR7.oligo447	357	357
UTR15.oligo682	1357	1357
UTR12.oligo849	909	909
UTR16.oligo598	546	546
UTR6.oligo26	1868	1868
UTR7.oligo85	509	509
UTR16.oligo633	1041	1041
UTR3.oligo487	1841	1841
UTR6.oligo239	1131	1131
UTR13.oligo57	1342	1342
UTR13.oligo482	742	742
UTR10.oligo476	1457	1457
UTR1.oligo885	1541	1541
UTR10.oligo42	525	525
UTR6.oligo462	1617	1617
UTR12.oligo575	983	983
UTR7.oligo32	362	362
UTR3.oligo429	966	966
UTR2.oligo93	1802	1802
UTR4.oligo224	1352	1352
UTR13.oligo379	1194	1194
UTR5.oligo235	1164	1164
UTR6.oligo518	1180	1180
UTR6.oligo421	1151	1151
UTR9.oligo472	1709	1709
UTR13.oligo59	1141	1141
UTR17.oligo149	1229	1229
UTR12.oligo303	553	553
UTR12.oligo860	1752	1752
UTR6.oligo272	371	371
UTR3.oligo197	915	915
UTR9.oligo397	1885	1885
UTR7.oligo97	1547	1547
UTR7.oligo251	904	904
UTR7.oligo406	1900	1900
UTR4.oligo69	1257	1257
UTR6.oligo16	780	780
UTR4.oligo422	1417	1417
UTR7.oligo307	1286	1286
UTR13.oligo473	1175	1175
UTR12.oligo309	1754	1754
UTR4.oligo237	1669	1669
UTR16.oligo416	519	519
UTR12.oligo280	1097	1097
UTR10.oligo415	1134	1134
UTR16.oligo177	1707	1707
UTR9.oligo298	1547	1547
UTR16.oligo114	739	739
UTR9.oligo209	1754	1754
UTR6.oligo535	1815	1815
UTR17.oligo315	1797	1797
UTR3.oligo475	1176	1176
UTR8.oligo38	1221	1221
UTR16.oligo478	1758	1758
UTR1.oligo862	878	878
UTR14.oligo246	1690	1690
UTR16.oligo278	1257	1257
UTR15.oligo272	122	122
UTR7.oligo404	711	711
UTR5.oligo155	1426	1426
UTR7.oligo451	1760	1760
UTR1.oligo668	772	772
UTR7.oligo511	344	344
UTR12.oligo796	1308	1308
UTR4.oligo446	1352	1352
UTR4.oligo613	297	297
UTR9.oligo480	1565	1565
UTR11.oligo40	1000	1000
UTR4.oligo554	1476	1476
UTR13.oligo6	1528	1528
UTR7.oligo450	322	322
UTR1.oligo290	1697	1697
UTR15.oligo729	1077	1077
UTR2.oligo75	1751	1751
UTR14.oligo384	1866	1866
UTR7.oligo148	1359	1359
UTR4.oligo597	1328	1328
UTR1.oligo7	818	818
UTR6.oligo119	1207	1207
UTR12.oligo376	261	261
UTR12.oligo124	1190	1190
UTR17.oligo426	1689	1689
UTR13.oligo75	904	904
UTR8.oligo62	1123	1123
UTR16.oligo660	871	871
UTR10.oligo458	1661	1661
UTR8.oligo9	1106	1106
UTR13.oligo510	1305	1305
UTR12.oligo172	1553	1553
UTR14.oligo149	1248	1248
UTR6.oligo223	1896	1896
UTR17.oligo350	567	567
UTR3.oligo544	1225	1225
UTR5.oligo102	1717	1717
UTR17.oligo56	1140	1140
UTR3.oligo26	1727	1727
UTR1.oligo0	1060	1060
UTR7.oligo300	1697	1697
UTR9.oligo42	1917	1917
UTR15.oligo530	1479	1479
UTR10.oligo422	643	643
UTR17.oligo36	1821	1821
UTR1.oligo844	1062	1062
UTR15.oligo812	969	969
UTR9.oligo173	1000	1000
UTR1.oligo353	285	285
UTR3.oligo208	1826	1826
UTR4.oligo730	400	400
UTR5.oligo257	1652	1652
UTR10.oligo520	1493	1493
UTR7.oligo615	1068	1068
UTR6.oligo155	865	865
UTR17.oligo619	683	683
UTR13.oligo342	671	671
UTR4.oligo394	1194	1194
UTR11.oligo77	1068	1068
UTR13.oligo155	1208	1208
UTR14.oligo79	1360	1360
UTR14.oligo122	1706	1706
UTR12.oligo115	1203	1203
UTR10.oligo585	1040	1040
UTR1.oligo219	1789	1789
UTR1.oligo411	1025	1025
UTR17.oligo277	810	810
UTR1.oligo522	844	844
UTR2.oligo12	244	244
UTR10.oligo156	1440	1440
UTR9.oligo294	1650	1650
UTR17.oligo448	747	747
UTR4.oligo404	1597	1597
UTR17.oligo400	955	955
UTR11.oligo48	1478	1478
UTR16.oligo566	1719	1719
UTR3.oligo485	1260	1260
UTR4.oligo877	1038	1038
UTR12.oligo548	1352	1352
UTR16.oligo60	838	838
UTR10.oligo128	1694	1694
UTR16.oligo414	892	892
UTR3.oligo491	1180	1180
UTR6.oligo72	1012	1012
UTR4.oligo423	983	983
UTR1.oligo138	1076	1076
UTR4.oligo457	1854	1854
UTR16.oligo287	1556	1556
UTR16.oligo110	1766	1766
UTR10.oligo107	1191	1191
UTR7.oligo699	654	654
UTR12.oligo188	1203	1203
UTR4.oligo36	1541	1541
UTR17.oligo50	1171	1171
UTR3.oligo417	1444	1444
UTR1.oligo487	1915	1915
UTR6.oligo209	1578	1578
UTR9.oligo546	1050	1050
UTR16.oligo397	1522	1522
UTR12.oligo385	691	691
UTR15.oligo630	1656	1656
UTR9.oligo353	455	455
UTR3.oligo504	757	757
UTR10.oligo114	1492	1492
UTR10.oligo318	626	626
UTR15.oligo371	1822	1822
UTR6.oligo532	1614	1614
UTR1.oligo220	1462	1462
UTR12.oligo768	1628	1628
UTR12.oligo94	1663	1663
UTR6.oligo527	1053	1053
UTR14.oligo207	85	85
UTR15.oligo937	1323	1323
UTR3.oligo530	1049	1049
UTR7.oligo446	1385	1385
UTR8.oligo72	242	242
UTR13.oligo69	499	499
UTR5.oligo286	1099	1099
UTR14.oligo244	1445	1445
UTR6.oligo499	1869	1869
UTR13.oligo267	1854	1854
UTR16.oligo688	1520	1520
UTR17.oligo557	880	880
UTR12.oligo405	1091	1091
UTR10.oligo468	845	845
UTR6.oligo548	799	799
UTR12.oligo875	490	490
UTR12.oligo604	1781	1781
UTR13.oligo124	1910	1910
UTR10.oligo68	1756	1756
UTR17.oligo648	819	819
UTR10.oligo21	1376	1376
UTR5.oligo16	1631	1631
UTR1.oligo435	1672	1672
UTR3.oligo372	1758	1758
UTR4.oligo412	1619	1619
UTR12.oligo766	1649	1649
UTR10.oligo547	1077	1077
UTR13.oligo448	1524	1524
UTR7.oligo72	1843	1843
UTR11.oligo137	1258	1258
UTR4.oligo777	1372	1372
UTR10.oligo158	1830	1830
UTR9.oligo31	1664	1664
UTR3.oligo546	1796	1796
UTR1.oligo459	650	650
UTR7.oligo84	1734	1734
UTR4.oligo316	1383	1383
UTR16.oligo516	18	18
UTR4.oligo381	1652	1652
UTR5.oligo305	1515	1515
UTR12.oligo1	1795	1795
UTR13.oligo54	159	159
UTR10.oligo338	1145	1145
UTR17.oligo272	1800	1800
UTR13.oligo280	1551	1551
UTR16.oligo483	1386	1386
UTR12.oligo710	1298	1298
UTR4.oligo96	1421	1421
UTR1.oligo443	584	584
UTR17.oligo522	1343	1343
UTR16.oligo591	1112	1112
UTR17.oligo714	1613	1613
UTR12.oligo499	1804	1804
UTR6.oligo459	1820	1820
UTR1.oligo85	1855	1855
UTR14.oligo34	1846	1846
UTR17.oligo356	537	537
UTR13.oligo46	1681	1681
UTR4.oligo478	1661	1661
UTR3.oligo472	849	849
UTR4.oligo177	1719	1719
UTR16.oligo84	1499	1499
UTR11.oligo171	1363	1363
UTR5.oligo241	1272	1272
UTR7.oligo547	1371	1371
UTR3.oligo585	299	299
UTR8.oligo126	1326	1326
UTR14.oligo368	1841	1841
UTR10.oligo30	1713	1713
UTR16.oligo548	1721	1721
UTR5.oligo354	744	744
UTR1.oligo430	580	580
UTR16.oligo441	1279	1279
UTR12.oligo552	896	896
UTR7.oligo704	1747	1747
UTR6.oligo260	658	658
UTR4.oligo481	1303	1303
UTR17.oligo298	1560	1560
UTR17.oligo431	1089	1089
UTR4.oligo523	1731	1731
UTR15.oligo155	692	692
UTR9.oligo483	1445	1445
UTR4.oligo580	1137	1137
UTR15.oligo353	984	984
UTR17.oligo215	1688	1688
UTR16.oligo332	362	362
UTR15.oligo909	1305	1305
UTR17.oligo264	113	113
UTR1.oligo766	476	476
UTR12.oligo818	1086	1086
UTR14.oligo359	1626	1626
UTR3.oligo13	1574	1574
UTR13.oligo115	491	491
UTR9.oligo101	1899	1899
UTR13.oligo216	1389	1389
UTR6.oligo293	359	359
UTR9.oligo140	1612	1612
UTR4.oligo606	1059	1059
UTR1.oligo447	1631	1631
UTR9.oligo13	1355	1355
UTR2.oligo271	1157	1157
UTR5.oligo195	911	911
UTR3.oligo87	1452	1452
UTR15.oligo626	1538	1538
UTR13.oligo237	1721	1721
UTR15.oligo711	1698	1698
UTR7.oligo99	1018	1018
UTR2.oligo124	915	915
UTR7.oligo129	445	445
UTR7.oligo354	1053	1053
UTR15.oligo457	1729	1729
UTR10.oligo139	1412	1412
UTR7.oligo66	783	783
UTR6.oligo196	746	746
UTR3.oligo395	371	371
UTR6.oligo305	909	909
UTR10.oligo497	781	781
UTR13.oligo398	1536	1536
UTR9.oligo362	123	123
UTR9.oligo97	1178	1178
UTR6.oligo505	1470	1470
UTR4.oligo343	1510	1510
UTR7.oligo460	598	598
UTR15.oligo193	1680	1680
UTR15.oligo402	1892	1892
UTR14.oligo312	619	619
UTR1.oligo622	1708	1708
UTR17.oligo606	1148	1148
UTR16.oligo346	1825	1825
UTR16.oligo655	1706	1706
UTR17.oligo797	1842	1842
UTR5.oligo331	1490	1490
UTR7.oligo623	844	844
UTR3.oligo33	426	426
UTR10.oligo64	812	812
UTR15.oligo798	297	297
UTR9.oligo317	1730	1730
UTR3.oligo636	1664	1664
UTR7.oligo531	1307	1307
UTR6.oligo385	1261	1261
UTR6.oligo302	1154	1154
UTR12.oligo118	1741	1741
UTR16.oligo682	1420	1420
UTR14.oligo364	1052	1052
UTR1.oligo714	1422	1422
UTR11.oligo129	1654	1654
UTR9.oligo396	358	358
UTR13.oligo185	1876	1876
UTR7.oligo627	348	348
UTR10.oligo443	1383	1383
UTR11.oligo109	1920	1920
UTR6.oligo353	1003	1003
UTR16.oligo89	1018	1018
UTR13.oligo380	1122	1122
UTR17.oligo260	194	194
UTR4.oligo330	594	594
UTR12.oligo291	1184	1184
UTR7.oligo578	1370	1370
UTR3.oligo414	1166	1166
UTR16.oligo229	736	736
UTR12.oligo517	944	944
UTR15.oligo36	1657	1657
UTR17.oligo844	1144	1144
UTR4.oligo317	1917	1917
UTR2.oligo221	1647	1647
UTR13.oligo5	1876	1876
UTR13.oligo35	1426	1426
UTR7.oligo384	1460	1460
UTR12.oligo514	1829	1829
UTR10.oligo567	1299	1299
UTR7.oligo695	892	892
UTR13.oligo51	1064	1064
UTR1.oligo695	854	854
UTR5.oligo398	1419	1419
UTR14.oligo446	1726	1726
UTR17.oligo478	1387	1387
UTR15.oligo315	973	973
UTR4.oligo250	1349	1349
UTR16.oligo311	478	478
UTR4.oligo822	1826	1826
UTR1.oligo70	559	559
UTR1.oligo419	1394	1394
UTR7.oligo11	1586	1586
UTR1.oligo755	1047	1047
UTR4.oligo834	910	910
UTR17.oligo469	1850	1850
UTR1.oligo277	1344	1344
UTR8.oligo49	1143	1143
UTR17.oligo709	1227	1227
UTR1.oligo181	1785	1785
UTR5.oligo137	1884	1884
UTR11.oligo126	1407	1407
UTR6.oligo427	673	673
UTR17.oligo826	1182	1182
UTR4.oligo728	1216	1216
UTR4.oligo684	822	822
UTR17.oligo587	1795	1795
UTR5.oligo37	597	597
UTR10.oligo48	1304	1304
UTR13.oligo92	1595	1595
UTR1.oligo616	1862	1862
UTR5.oligo391	1291	1291
UTR14.oligo155	1270	1270
UTR14.oligo170	1175	1175
UTR9.oligo8	1667	1667
UTR4.oligo114	1174	1174
UTR7.oligo73	627	627
UTR7.oligo198	644	644
UTR9.oligo277	1660	1660
UTR15.oligo667	1755	1755
UTR10.oligo461	1093	1093
UTR14.oligo102	1831	1831
UTR3.oligo511	1382	1382
UTR11.oligo11	1706	1706
UTR17.oligo638	1764	1764
UTR9.oligo402	912	912
UTR13.oligo146	1384	1384
UTR9.oligo364	1691	1691
UTR4.oligo841	1484	1484
UTR15.oligo267	1509	1509
UTR4.oligo802	1401	1401
UTR5.oligo148	1510	1510
UTR3.oligo539	819	819
UTR9.oligo249	1389	1389
UTR12.oligo137	1839	1839
UTR4.oligo121	1814	1814
UTR16.oligo426	1770	1770
UTR7.oligo8	1851	1851
UTR6.oligo103	1858	1858
UTR9.oligo369	1710	1710
UTR12.oligo352	1610	1610
UTR11.oligo185	1041	1041
UTR4.oligo400	427	427
UTR4.oligo625	303	303
UTR6.oligo136	1124	1124
UTR1.oligo285	1519	1519
UTR16.oligo362	1876	1876
UTR7.oligo12	531	531
UTR7.oligo78	1351	1351
UTR1.oligo874	1212	1212
UTR10.oligo101	265	265
UTR3.oligo199	1153	1153
UTR5.oligo223	481	481
UTR10.oligo366	325	325
UTR9.oligo520	1202	1202
UTR4.oligo329	1754	1754
UTR7.oligo417	1344	1344
UTR7.oligo459	1600	1600
UTR2.oligo287	1513	1513
UTR7.oligo436	1838	1838
UTR10.oligo252	1359	1359
UTR16.oligo347	1466	1466
UTR15.oligo943	1090	1090
UTR6.oligo466	1843	1843
UTR13.oligo125	539	539
UTR4.oligo391	1531	1531
UTR17.oligo416	1654	1654
UTR17.oligo67	1707	1707
UTR14.oligo309	1796	1796
UTR16.oligo183	1783	1783
UTR1.oligo315	1640	1640
UTR14.oligo277	1100	1100
UTR9.oligo354	1296	1296
UTR4.oligo178	76	76
UTR14.oligo391	923	923
UTR9.oligo417	973	973
UTR3.oligo524	1401	1401
UTR4.oligo338	1555	1555
UTR14.oligo400	833	833
UTR17.oligo231	1343	1343
UTR16.oligo273	857	857
UTR5.oligo242	691	691
UTR15.oligo935	1658	1658
UTR12.oligo693	456	456
UTR14.oligo41	1118	1118
UTR6.oligo224	1686	1686
UTR12.oligo820	1300	1300
UTR3.oligo376	1875	1875
UTR17.oligo702	1458	1458
UTR13.oligo405	1420	1420
UTR7.oligo268	1236	1236
UTR17.oligo347	1888	1888
UTR16.oligo216	1172	1172
UTR4.oligo136	1820	1820
UTR16.oligo350	1367	1367
UTR15.oligo455	535	535
UTR17.oligo752	1553	1553
UTR4.oligo831	1422	1422
UTR3.oligo398	1293	1293
UTR14.oligo54	1622	1622
UTR10.oligo285	1319	1319
UTR9.oligo110	393	393
UTR17.oligo586	415	415
UTR8.oligo100	910	910
UTR13.oligo388	671	671
UTR15.oligo596	1233	1233
UTR4.oligo386	839	839
UTR15.oligo697	470	470
UTR1.oligo334	1553	1553
UTR12.oligo858	1864	1864
UTR9.oligo80	1037	1037
UTR15.oligo616	1706	1706
UTR4.oligo251	1677	1677
UTR3.oligo396	1416	1416
UTR3.oligo170	1002	1002
UTR15.oligo158	1647	1647
UTR17.oligo574	997	997
UTR17.oligo438	829	829
UTR1.oligo187	1502	1502
UTR12.oligo581	434	434
UTR14.oligo2	646	646
UTR12.oligo593	637	637
UTR15.oligo563	1315	1315
UTR12.oligo460	747	747
UTR2.oligo274	865	865
UTR13.oligo80	968	968
UTR2.oligo47	1256	1256
UTR14.oligo418	326	326
UTR12.oligo774	999	999
UTR16.oligo327	1070	1070
UTR1.oligo154	942	942
UTR2.oligo273	1470	1470
UTR15.oligo924	1765	1765
UTR6.oligo149	1283	1283
UTR12.oligo11	1761	1761
UTR9.oligo415	1292	1292
UTR13.oligo359	1014	1014
UTR12.oligo518	941	941
UTR10.oligo210	1925	1925
UTR5.oligo198	76	76
UTR4.oligo675	826	826
UTR17.oligo770	1376	1376
UTR5.oligo82	1873	1873
UTR16.oligo74	1691	1691
UTR4.oligo579	1896	1896
UTR7.oligo201	1343	1343
UTR14.oligo31	338	338
UTR3.oligo516	535	535
UTR9.oligo345	1074	1074
UTR4.oligo19	1652	1652
UTR3.oligo322	1224	1224
UTR6.oligo425	1753	1753
UTR9.oligo424	1528	1528
UTR12.oligo215	1842	1842
UTR6.oligo354	891	891
UTR17.oligo151	982	982
UTR12.oligo68	1735	1735
UTR10.oligo377	489	489
UTR7.oligo15	1875	1875
UTR3.oligo60	1554	1554
UTR9.oligo52	178	178
UTR3.oligo202	88	88
UTR5.oligo59	1689	1689
UTR7.oligo87	333	333
UTR12.oligo866	1167	1167
UTR1.oligo178	513	513
UTR13.oligo192	517	517
UTR6.oligo474	1234	1234
UTR16.oligo66	828	828
UTR13.oligo281	1683	1683
UTR1.oligo767	817	817
UTR10.oligo268	1477	1477
UTR10.oligo572	1672	1672
UTR15.oligo451	1374	1374
UTR11.oligo124	1535	1535
UTR17.oligo168	811	811
UTR13.oligo138	1497	1497
UTR9.oligo16	1702	1702
UTR8.oligo111	1260	1260
UTR4.oligo541	1662	1662
UTR12.oligo117	855	855
UTR4.oligo676	1273	1273
UTR1.oligo208	1279	1279
UTR11.oligo181	576	576
UTR9.oligo132	1831	1831
UTR4.oligo369	1808	1808
UTR13.oligo298	323	323
UTR15.oligo260	1253	1253
UTR6.oligo537	1106	1106
UTR1.oligo17	1292	1292
UTR17.oligo398	393	393
UTR7.oligo639	1545	1545
UTR17.oligo710	1219	1219
UTR13.oligo122	724	724
UTR14.oligo4	1675	1675
UTR4.oligo191	273	273
UTR15.oligo945	1888	1888
UTR4.oligo560	983	983
UTR4.oligo359	1821	1821
UTR8.oligo94	1769	1769
UTR7.oligo164	1163	1163
UTR12.oligo502	970	970
UTR1.oligo381	465	465
UTR10.oligo31	1658	1658
UTR5.oligo334	430	430
UTR11.oligo13	1787	1787
UTR4.oligo859	1926	1926
UTR17.oligo885	780	780
UTR15.oligo237	1569	1569
UTR17.oligo821	1703	1703
UTR14.oligo325	534	534
UTR4.oligo522	566	566
UTR15.oligo285	1215	1215
UTR16.oligo144	1665	1665
UTR1.oligo179	1452	1452
UTR10.oligo60	892	892
UTR9.oligo321	1869	1869
UTR11.oligo183	1905	1905
UTR6.oligo88	1842	1842
UTR15.oligo731	1537	1537
UTR3.oligo409	1526	1526
UTR4.oligo282	1369	1369
UTR3.oligo58	564	564
UTR12.oligo161	1274	1274
UTR3.oligo248	1657	1657
UTR12.oligo613	494	494
UTR3.oligo174	828	828
UTR13.oligo321	1331	1331
UTR3.oligo553	1849	1849
UTR7.oligo16	969	969
UTR17.oligo41	308	308
UTR16.oligo475	1727	1727
UTR13.oligo121	1532	1532
UTR4.oligo653	1909	1909
UTR4.oligo110	1012	1012
UTR6.oligo438	1581	1581
UTR17.oligo510	1552	1552
UTR13.oligo313	1369	1369
UTR4.oligo367	1387	1387
UTR5.oligo337	186	186
UTR11.oligo58	1041	1041
UTR3.oligo621	1910	1910
UTR12.oligo848	1072	1072
UTR14.oligo187	1412	1412
UTR3.oligo525	1224	1224
UTR7.oligo612	728	728
UTR3.oligo198	1091	1091
UTR1.oligo676	1896	1896
UTR1.oligo603	1649	1649
UTR6.oligo407	1760	1760
UTR1.oligo697	578	578
UTR3.oligo364	1602	1602
UTR16.oligo9	1807	1807
UTR4.oligo888	1049	1049
UTR2.oligo228	1912	1912
UTR9.oligo21	1378	1378
UTR15.oligo194	429	429
UTR11.oligo121	559	559
UTR16.oligo189	1726	1726
UTR12.oligo477	1330	1330
UTR6.oligo315	501	501
UTR8.oligo128	528	528
UTR17.oligo23	1205	1205
UTR2.oligo247	1742	1742
UTR6.oligo263	1796	1796
UTR10.oligo71	1271	1271
UTR1.oligo73	1051	1051
UTR16.oligo25	1230	1230
UTR15.oligo693	1111	1111
UTR7.oligo326	774	774
UTR17.oligo621	581	581
UTR14.oligo428	1603	1603
UTR15.oligo129	669	669
UTR4.oligo341	890	890
UTR12.oligo676	1638	1638
UTR17.oligo226	1436	1436
UTR12.oligo589	1630	1630
UTR9.oligo117	1870	1870
UTR6.oligo482	1733	1733
UTR13.oligo500	1306	1306
UTR1.oligo159	1758	1758
UTR17.oligo251	1553	1553
UTR4.oligo720	1387	1387
UTR15.oligo202	868	868
UTR3.oligo437	1105	1105
UTR15.oligo880	1293	1293
UTR5.oligo357	1483	1483
UTR15.oligo337	1062	1062
UTR9.oligo507	376	376
UTR3.oligo256	1913	1913
UTR1.oligo259	991	991
UTR17.oligo136	1696	1696
UTR1.oligo322	1731	1731
UTR7.oligo565	1230	1230
UTR14.oligo251	838	838
UTR1.oligo133	184	184
UTR9.oligo450	1267	1267
UTR4.oligo163	1531	1531
UTR16.oligo166	1900	1900
UTR2.oligo111	1580	1580
UTR15.oligo118	639	639
UTR4.oligo44	751	751
UTR14.oligo101	1920	1920
UTR7.oligo541	1775	1775
UTR17.oligo666	199	199
UTR13.oligo243	1920	1920
UTR16.oligo596	402	402
UTR16.oligo7	1681	1681
UTR7.oligo437	1296	1296
UTR3.oligo606	685	685
UTR15.oligo373	1739	1739
UTR13.oligo449	1360	1360
UTR8.oligo68	1843	1843
UTR3.oligo3	1903	1903
UTR7.oligo467	1850	1850
UTR15.oligo322	1792	1792
UTR12.oligo270	1061	1061
UTR3.oligo148	1699	1699
UTR16.oligo491	871	871
UTR3.oligo384	1258	1258
UTR10.oligo542	1650	1650
UTR12.oligo164	1679	1679
UTR15.oligo715	436	436
UTR16.oligo662	464	464
UTR14.oligo130	1262	1262
UTR12.oligo410	1723	1723
UTR3.oligo497	1920	1920
UTR16.oligo625	757	757
UTR1.oligo698	977	977
UTR6.oligo3	429	429
UTR4.oligo169	198	198
UTR17.oligo17	1848	1848
UTR6.oligo257	298	298
UTR15.oligo819	1001	1001
UTR4.oligo543	1091	1091
UTR17.oligo837	1429	1429
UTR4.oligo764	1520	1520
UTR1.oligo417	1244	1244
UTR9.oligo72	1786	1786
UTR3.oligo582	846	846
UTR15.oligo341	1310	1310
UTR12.oligo107	1368	1368
UTR4.oligo301	1458	1458
UTR17.oligo174	1599	1599
UTR16.oligo471	1086	1086
UTR4.oligo620	1683	1683
UTR4.oligo112	537	537
UTR15.oligo110	1110	1110
UTR15.oligo646	1231	1231
UTR4.oligo102	1826	1826
UTR7.oligo267	1019	1019
UTR8.oligo137	458	458
UTR8.oligo2	1023	1023
UTR12.oligo775	982	982
UTR15.oligo159	1243	1243
UTR16.oligo335	1132	1132
UTR9.oligo344	740	740
UTR6.oligo394	1343	1343
UTR7.oligo291	1771	1771
UTR5.oligo304	1398	1398
UTR3.oligo614	1742	1742
UTR15.oligo573	955	955
UTR5.oligo370	610	610
UTR4.oligo585	1259	1259
UTR15.oligo191	186	186
UTR1.oligo81	1911	1911
UTR6.oligo266	1318	1318
UTR5.oligo280	1438	1438
UTR6.oligo343	1436	1436
UTR15.oligo790	408	408
UTR17.oligo453	890	890
UTR15.oligo521	1830	1830
UTR1.oligo31	1165	1165
UTR4.oligo536	1042	1042
UTR9.oligo187	459	459
UTR9.oligo186	1588	1588
UTR9.oligo323	1860	1860
UTR4.oligo668	1532	1532
UTR4.oligo493	124	124
UTR17.oligo143	1481	1481
UTR16.oligo163	1249	1249
UTR13.oligo74	1110	1110
UTR17.oligo622	663	663
UTR17.oligo511	1887	1887
UTR16.oligo535	1646	1646
UTR5.oligo150	712	712
UTR9.oligo340	1209	1209
UTR17.oligo24	784	784
UTR17.oligo641	1819	1819
UTR13.oligo433	150	150
UTR2.oligo64	890	890
UTR3.oligo375	650	650
UTR5.oligo342	618	618
UTR12.oligo702	1753	1753
UTR1.oligo211	1391	1391
UTR17.oligo403	1108	1108
UTR4.oligo879	1575	1575
UTR4.oligo663	208	208
UTR15.oligo926	1854	1854
UTR3.oligo219	393	393
UTR1.oligo740	1386	1386
UTR15.oligo275	1469	1469
UTR14.oligo147	1543	1543
UTR6.oligo116	977	977
UTR12.oligo114	1450	1450
UTR12.oligo457	590	590
UTR13.oligo399	762	762
UTR7.oligo63	440	440
UTR10.oligo233	1680	1680
UTR8.oligo104	897	897
UTR7.oligo105	1800	1800
UTR11.oligo167	1156	1156
UTR16.oligo191	1895	1895
UTR1.oligo26	1904	1904
UTR5.oligo47	641	641
UTR12.oligo777	1487	1487
UTR13.oligo401	1833	1833
UTR9.oligo118	850	850
UTR7.oligo493	1079	1079
UTR4.oligo372	1329	1329
UTR17.oligo749	1061	1061
UTR4.oligo544	1438	1438
UTR5.oligo273	1569	1569
UTR9.oligo401	1795	1795
UTR6.oligo331	1886	1886
UTR6.oligo118	1500	1500
UTR1.oligo587	214	214
UTR4.oligo711	1925	1925
UTR2.oligo24	1705	1705
UTR3.oligo464	655	655
UTR7.oligo361	659	659
UTR15.oligo864	356	356
UTR2.oligo279	692	692
UTR1.oligo699	701	701
UTR1.oligo886	1303	1303
UTR7.oligo441	1011	1011
UTR3.oligo116	1775	1775
UTR10.oligo363	1065	1065
UTR1.oligo536	1106	1106
UTR4.oligo631	1367	1367
UTR4.oligo595	1646	1646
UTR9.oligo438	1140	1140
UTR7.oligo36	1577	1577
UTR1.oligo842	572	572
UTR3.oligo605	1799	1799
UTR7.oligo628	118	118
UTR6.oligo76	772	772
UTR2.oligo123	1026	1026
